nivel1;nivel2;nivel3
Censo de Población y Viviendas 2011;POBLACIÓN;2. Población según municipios y edad (grupos quinquenales), por sexo.
Censo de Población y Viviendas 2011;POBLACIÓN;3. Población según municipios, sexo y relación entre el lugar de nacimiento y el de residencia.
Censo de Población y Viviendas 2011;POBLACIÓN;4. Población según municipios y país de nacimiento (grandes grupos), por sexo.
Censo de Población y Viviendas 2011;POBLACIÓN;5. Población según municipios, nacionalidad (española/extranjera) y edad (grandes grupos), por sexo.
Censo de Población y Viviendas 2011;POBLACIÓN;6. Población según municipios y nacionalidad (grandes grupos), por sexo.
Censo de Población y Viviendas 2011;POBLACIÓN;7. Población según edad (grandes grupos), municipios (con más de 20.000 habitantes) y pais de nacimiento (grandes grupos), por sexo.
Censo de Población y Viviendas 2011;POBLACIÓN;8. Población según edad (grandes grupos), municipios (con más de 20.000 habitantes) y nacionalidad (grandes grupos), por sexo.
Censo de Población y Viviendas 2011;VIVIENDAS;1. Número de edificios según tipo de edificio, tamaño del municipio y el número de inmuebles.
Censo de Población y Viviendas 2011;VIVIENDAS;2. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según tamaño del municipio.
Censo de Población y Viviendas 2011;VIVIENDAS;3. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según año de construcción. 
Censo de Población y Viviendas 2011;VIVIENDAS;4. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según año de construcción (agregado) y el número de plantas sobre rasante.
Censo de Población y Viviendas 2011;VIVIENDAS;5. Número de edificios destinados principal o exclusivamente a viviendas según año de construcción (agregado) y el número de inmuebles.
Censo de Población y Viviendas 2011;VIVIENDAS;6. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según año de construcción (agregado) y estado del edificio. 
Censo de Población y Viviendas 2011;VIVIENDAS;7. Porcentaje de edificios destinados principal o exclusivamente a viviendas según año de construcción (agregado) e instalaciones del edificio.
Censo de Población y Viviendas 2011;VIVIENDAS;8. Porcentaje de edificios destinados principal o exclusivamente a viviendas y de inmuebles, según instalaciones del edificio y el número de plantas sobre rasante.
Censo de Población y Viviendas 2011;VIVIENDAS;9. Número de edificios destinados principal o exclusivamente a viviendas que disponen de garaje según el número de inmuebles y el número de plazas de garaje. 
Censo de Población y Viviendas 2011;VIVIENDAS;10. Número de viviendas según tamaño del municipio y tipo de vivienda.
Censo de Población y Viviendas 2011;VIVIENDAS;11. Número de viviendas familiares según año de construcción (agregado) del edificio y tipo de vivienda.
Censo de Población y Viviendas 2011;VIVIENDAS;1. Número de edificios y número de inmuebles según municipios.
Censo de Población y Viviendas 2011;VIVIENDAS;2. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según año de construcción (agregado) y estado del edificio, por municipios (con más de 2.000 habitantes).
Censo de Población y Viviendas 2011;VIVIENDAS;3. Porcentaje de edificios destinados principal o exclusivamente a viviendas y porcentaje de inmuebles según año de construcción (agregado) e instalaciones del edificio, por municipios (con más de 2.000 habitante).
Censo de Población y Viviendas 2011;VIVIENDAS;4. Número de edificios destinados principal o exclusivamente a viviendas que disponen de garaje según el número de inmuebles y el número de plazas de garaje, por municipios (con más de 2.000 habitantes).
Censo de Población y Viviendas 2011;VIVIENDAS;5. Porcentaje de edificios destinados principal o exclusivamente a viviendas y porcentaje de inmuebles según el número de plantas sobre rasante e instalaciones del edificio, por municipios (con más de 2.000 habitantes).
Censo de Población y Viviendas 2011;VIVIENDAS;6. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según año de construcción y municipios (con más de 50.000 habitantes o capitales).
Censo de Población y Viviendas 2011;VIVIENDAS;7. Número de edificios destinados principal o exclusivamente a viviendas y número de inmuebles según año de construcción (agregado) y número de plantas sobre rasante, por municipios (con más de 50.000 habitantes o capitales).
Censo de Población y Viviendas 2011;VIVIENDAS;8. Número de edificios destinados principal o exclusivamente a viviendas según municipios (con más de 50.000 habitantes o capitales), número de inmuebles y año de construcción (agregado).
Censo de Población y Viviendas 2011;VIVIENDAS;9. Número de viviendas según municipios y tipo de vivienda.
Censo de Población y Viviendas 2011;VIVIENDAS;10. Número de viviendas familiares según municipios (con más de 50.000 habitantes), año de construcción (agregado) del edificio y tipo de vivienda.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;1. Población en establecimientos colectivos según edad y sexo.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;2. Población en establecimientos colectivos según sexo, edad (grupos quinquenales) y estado civil.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;3. Población en establecimientos colectivos según sexo, edad (grupos quinquenales) y relación con la actividad económica.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;4. Población en establecimientos colectivos según sexo, edad (grupos quinquenales) y país de nacimiento (agrupaciones).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;5. Población en establecimientos colectivos según sexo, edad (grupos quinquenales) y nacionalidad (agrupaciones).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;6. Población en establecimientos colectivos según sexo, edad (grupos quinquenales) y nivel de estudios completados.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;7. Población en establecimientos colectivos según sexo, nivel de estudios completados y relación con la actividad económica.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;8. Población en establecimientos colectivos según sexo, edad (grupos quinquenales) y tamaño del municipio.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;9. Población en establecimientos colectivos según sexo, relación con la actividad económica y tamaño del municipio.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;10. Población en establecimientos colectivos según sexo, nacionalidad (agrupaciones) y lugar de residencia hace 1 año.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;11. Población en establecimientos colectivos según sexo, país de nacimiento (agrupaciones) y lugar de residencia hace 1 año.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;12. Población en establecimientos colectivos según sexo, nacionalidad (agrupaciones) y tamaño del municipio.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;13. Población en establecimientos colectivos según sexo, país de nacimiento (agrupaciones) y tamaño del municipio.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;14. Población en establecimientos colectivos según sexo, relación con la actividad económica y lugar de residencia hace 1 año.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;15. Edad media de la población en establecimientos colectivos según sexo y nacionalidad (española/extranjera).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;16. Población en establecimientos colectivos según tipo de establecimiento colectivo (detallado).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;17. Población en establecimientos colectivos según tipo de establecimiento colectivo y sexo.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;18. Población en establecimientos colectivos según tipo de establecimiento colectivo y situación de empadronamiento.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;19. Población en establecimientos colectivos según tamaño de municipio y tipo de establecimiento colectivo.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;20. Número de establecimientos colectivos según tamaño del municipio.
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;21. Número de establecimientos colectivos según tipo de establecimiento colectivo (detallado).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;1. Número de establecimientos colectivos según municipios y tipo de establecimiento colectivo (agrupado).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;2. Población en establecimientos colectivos según municipios (con más de 10.000 habitantes) y tipo de establecimiento colectivo (agrupado).
Censo de Población y Viviendas 2011;POBLACIÓN EN ESTABLECIMIENTOS COLECTIVOS;3. Población en establecimientos colectivos según municipios (con más de 10.000 habitantes) y situación de empadronamiento.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;1. Hogares según estructura y tamaño del hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;2. Hogares según tamaño del municipio y tamaño del hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;3. Hogares según tipo y tamaño del hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;4. Hogares según tamaño del municipio y tipo de hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;5. Hogares según régimen de tenencia y tamaño del hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;6. Hogares según estructura detallada del hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;7. Núcleos familiares según tamaño y tipo de núcleo.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;1. Hogares según municipios y tamaño del hogar.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;2. Hogares según estructura y tamaño del hogar. Cartagena y Murcia.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;3. Hogares según tipo y tamaño del hogar. Cartagena y Murcia.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;4. Hogares según régimen de tenencia y tamaño del hogar. Cartagena y Murcia.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;5. Hogares según estructura detallada del hogar. Cartagena y Murcia.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;6. Núcleos familiares según municipios y tipo de núcleo.
Censo de Población y Viviendas 2011;HOGARES Y NÚCLEOS FAMILIARES;7. Núcleos según tamaño y tipo de núcleo. Cartagena y Murcia.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;1. Residentes en viviendas principales según municipios y nivel de instrucción, por sexo.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;2. Residentes en viviendas principales según edad y nivel de instrucción, por sexo (Municipios con más de 20.000 habitantes).
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;3. Residentes en viviendas principales según municipios y nivel de instrucción, por nacionalidad (Municipios con más de 20.000 habitantes).
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;4. Residentes de 16 y más años en viviendas principales según municipios, gran grupo de edad y nivel de instrucción, por sexo.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;5. Residentes en viviendas principales según municipios y relación con la actividad, por sexo.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;6. Ocupados residentes en viviendas principales según municipios y situación profesional, por sexo.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;7. Ocupados residentes en viviendas principales según municipios y sector de actividad, por sexo.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;8. Residentes en viviendas principales según relación con la actividad y nivel de instrucción, por municipios.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;9. Residentes en viviendas principales según municipios y relación con la actividad, por nacionalidad.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;10. Parados residentes en viviendas principales según sexo, municipios y sector de actividad (Municipios con más de 20.000 habitantes).
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;11. Tasas de actividad, empleo y paro en viviendas principales según municipios y sexo.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;12. Tasas de actividad en viviendas principales según edad y sexo, por municipios.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;13. Tasas de empleo en viviendas principales según edad y sexo, por municipios.
Censo de Población y Viviendas 2011;NIVEL DE FORMACIÓN Y RELACIÓN CON LA ACTIVIDAD;14. Tasas de paro en viviendas principales según edad y sexo, por municipios.
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;1. Población según edad y sexo
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;2. Población según edad y sexo. Grupos quinquenales
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;3. Población según edad y sexo. Grandes grupos
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;4. Población según año de nacimiento y sexo
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;5. Población según año de nacimiento y sexo. Grupos quinquenales
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;6.1. Población según edad y estado civil. Ambos sexos
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;6.2. Población según edad y estado civil. Hombres
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;6.3. Población según edad y estado civil. Mujeres
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;7. Población no casada que convive con su pareja según edad y sexo. (Viviendas familiares)
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;8. Población no casada que convive con su pareja según año de nacimiento y sexo. (Viviendas familiares)
Censo de Población 1991;CARACTERÍSTICAS BÁSICAS;9. Población no casada que convive con su pareja según estado civil y sexo. (Viviendas familiares)
